Cust ID,Date of Application,Cust Segment, Application Credit Score ,Application Amount,Approved_vs_Declined,Decline Reason,Due Date - 1st Payment,`Due Date - 2nd Payment,Due Date - 3rd Payment,Actual Date - 1st Payment ,Actual Date - 2nd Payment,Actual Date - 3rd Payment,Paid Back or Defaulted
18908,28/01/2021,Low,  532 ,107,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18909,02/02/2021,Low,  602 ,85,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18910,28/02/2021,Mid,  576 ,131,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18911,10/01/2021,Mid,  589 ,100,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18912,11/02/2021,Low,  588 ,69,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18913,11/03/2021,Low,  581 ,90,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18914,02/03/2021,Low,  541 ,79,Approved,,4/1/2021,5/1/2021,5/31/2021,4/27/2021,5/1/2021,5/31/2021,Paid Back
18915,11/02/2021,Low,  632 ,125,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18916,07/02/2021,Low,  632 ,83,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18917,03/01/2021,Low,  604 ,114,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18918,02/04/2021,Low,  628 ,55,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18919,12/02/2021,Low,  611 ,110,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18920,27/01/2021,Low,  538 ,108,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18921,28/03/2021,Mid,  574 ,118,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18922,31/03/2021,High,  597 ,119,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18923,26/01/2021,Mid,  625 ,125,Approved,,2/25/2021,3/27/2021,4/26/2021,3/30/2021,3/27/2021,4/26/2021,Paid Back
18924,10/03/2021,Mid,  625 ,107,Approved,,4/9/2021,5/9/2021,6/8/2021,4/21/2021,5/9/2021,6/8/2021,Paid Back
18925,04/03/2021,Mid,  639 ,173,Approved,,4/3/2021,5/3/2021,6/2/2021,4/10/2021,5/3/2021,6/2/2021,Paid Back
18926,01/04/2021,High,  554 ,71,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18927,13/03/2021,Mid,  593 ,81,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18928,08/02/2021,High,  662 ,97,Approved,,3/10/2021,4/9/2021,5/9/2021,3/17/2021,4/9/2021,5/9/2021,Paid Back
18929,06/02/2021,Mid,  570 ,126,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18930,22/01/2021,Low,  627 ,107,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18931,31/03/2021,Mid,  607 ,112,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18932,04/03/2021,Mid,  628 ,110,Approved,,4/3/2021,5/3/2021,6/2/2021,4/18/2021,5/3/2021,6/2/2021,Paid Back
18933,10/02/2021,Mid,  684 ,134,Approved,,3/12/2021,4/11/2021,5/11/2021,3/18/2021,4/11/2021,5/11/2021,Paid Back
18934,05/01/2021,High,  570 ,71,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18935,12/01/2021,Mid,  649 ,115,Approved,,2/11/2021,3/13/2021,4/12/2021,2/13/2021,3/13/2021,4/12/2021,Paid Back
18936,24/01/2021,Mid,  601 ,118,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18937,09/02/2021,High,  608 ,104,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
18938,29/03/2021,High,  620 ,93,Approved,,4/28/2021,5/28/2021,6/27/2021,,,,Defaulted
18939,13/01/2021,High,  656 ,155,Approved,,2/12/2021,3/14/2021,4/13/2021,,,,Defaulted
18940,19/02/2021,Mid,  605 ,155,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18941,23/02/2021,Mid,  625 ,144,Approved,,3/25/2021,4/24/2021,5/24/2021,3/28/2021,4/24/2021,5/24/2021,Paid Back
18942,31/03/2021,Low,  596 ,100,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18943,10/03/2021,Low,  556 ,81,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18944,22/02/2021,Mid,  620 ,149,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18945,03/02/2021,Mid,  657 ,68,Approved,,3/5/2021,4/4/2021,5/4/2021,3/7/2021,4/4/2021,5/4/2021,Paid Back
18946,12/03/2021,Low,  656 ,90,Approved,,4/11/2021,5/11/2021,6/10/2021,,,,Defaulted
18947,28/03/2021,Low,  621 ,160,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18948,13/02/2021,High,  629 ,85,Approved,,3/15/2021,4/14/2021,5/14/2021,,,,Defaulted
18949,15/01/2021,Mid,  648 ,112,Approved,,2/14/2021,3/16/2021,4/15/2021,2/16/2021,3/16/2021,4/15/2021,Paid Back
18950,05/02/2021,Low,  566 ,131,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18951,15/03/2021,Mid,  652 ,67,Approved,,4/14/2021,5/14/2021,6/13/2021,4/17/2021,5/14/2021,6/13/2021,Paid Back
18952,26/02/2021,Mid,  671 ,129,Approved,,3/28/2021,4/27/2021,5/27/2021,4/4/2021,4/27/2021,5/27/2021,Paid Back
18953,27/02/2021,Low,  576 ,112,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18954,12/01/2021,Low,  616 ,88,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18955,25/02/2021,Low,  573 ,155,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18956,24/02/2021,High,  602 ,90,Approved,,3/26/2021,4/25/2021,5/25/2021,3/26/2021,4/25/2021,5/25/2021,Paid Back
18957,15/03/2021,Mid,  560 ,58,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18958,26/03/2021,High,  628 ,106,Approved,,4/25/2021,5/25/2021,6/24/2021,5/26/2021,5/25/2021,6/24/2021,Paid Back
18959,09/03/2021,High,  598 ,140,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18960,10/03/2021,High,  648 ,127,Approved,,4/9/2021,5/9/2021,6/8/2021,,,,Defaulted
18961,10/03/2021,High,  637 ,109,Approved,,4/9/2021,5/9/2021,6/8/2021,5/18/2021,5/9/2021,6/8/2021,Paid Back
18962,11/01/2021,High,  579 ,155,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18963,06/02/2021,Mid,  558 ,76,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18964,26/01/2021,Mid,  579 ,59,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18965,02/04/2021,Mid,  635 ,61,Approved,,5/2/2021,6/1/2021,7/1/2021,,,,Defaulted
18966,31/03/2021,Mid,  660 ,131,Approved,,4/30/2021,5/30/2021,6/29/2021,,,,Defaulted
18967,22/02/2021,Mid,  612 ,98,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18968,27/02/2021,Low,  616 ,94,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18969,06/02/2021,High,  671 ,120,Approved,,3/8/2021,4/7/2021,5/7/2021,,,,Defaulted
18970,23/02/2021,Mid,  651 ,134,Approved,,3/25/2021,4/24/2021,5/24/2021,4/1/2021,4/24/2021,5/24/2021,Paid Back
18971,18/02/2021,High,  646 ,143,Approved,,3/20/2021,4/19/2021,5/19/2021,3/21/2021,4/19/2021,5/19/2021,Paid Back
18972,02/04/2021,Mid,  611 ,100,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18973,21/02/2021,Low,  650 ,85,Approved,,3/23/2021,4/22/2021,5/22/2021,4/1/2021,4/22/2021,5/22/2021,Paid Back
18974,05/01/2021,Mid,  637 ,139,Approved,,2/4/2021,3/6/2021,4/5/2021,3/7/2021,3/6/2021,4/5/2021,Paid Back
18975,23/02/2021,High,  595 ,121,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18976,21/02/2021,Low,  543 ,104,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18977,18/01/2021,Mid,  652 ,96,Approved,,2/17/2021,3/19/2021,4/18/2021,2/20/2021,3/19/2021,4/18/2021,Paid Back
18978,03/03/2021,Low,  610 ,133,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18979,26/02/2021,Mid,  584 ,65,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18980,09/01/2021,Mid,  666 ,110,Approved,,2/8/2021,3/10/2021,4/9/2021,2/16/2021,3/10/2021,4/9/2021,Paid Back
18981,11/03/2021,Low,  482 ,92,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18982,27/02/2021,Mid,  647 ,90,Approved,,3/29/2021,4/28/2021,5/28/2021,4/8/2021,4/28/2021,5/28/2021,Paid Back
18983,03/02/2021,Low,  642 ,125,Approved,,3/5/2021,4/4/2021,5/4/2021,,,,Defaulted
18984,02/02/2021,Mid,  673 ,128,Approved,,3/4/2021,4/3/2021,5/3/2021,3/14/2021,4/3/2021,5/3/2021,Paid Back
18985,09/02/2021,Mid,  654 ,185,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
18986,20/03/2021,High,  642 ,149,Approved,,4/19/2021,5/19/2021,6/18/2021,4/21/2021,5/19/2021,6/18/2021,Paid Back
18987,25/03/2021,High,  601 ,97,Approved,,4/24/2021,5/24/2021,6/23/2021,,,,Defaulted
18988,27/03/2021,Low,  580 ,70,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18989,10/01/2021,Mid,  631 ,149,Approved,,2/9/2021,3/11/2021,4/10/2021,3/1/2021,3/11/2021,4/10/2021,Paid Back
18990,18/02/2021,Mid,  624 ,163,Approved,,3/20/2021,4/19/2021,5/19/2021,4/2/2021,4/19/2021,5/19/2021,Paid Back
18991,27/01/2021,High,  630 ,100,Approved,,2/26/2021,3/28/2021,4/27/2021,4/6/2021,3/28/2021,4/27/2021,Paid Back
18992,03/03/2021,Low,  606 ,96,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18993,01/03/2021,Low,  674 ,82,Approved,,3/31/2021,4/30/2021,5/30/2021,,,,Defaulted
18994,27/03/2021,Mid,  616 ,113,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18995,07/02/2021,Low,  667 ,74,Approved,,3/9/2021,4/8/2021,5/8/2021,3/13/2021,4/8/2021,5/8/2021,Paid Back
18996,17/01/2021,Low,  665 ,115,Approved,,2/16/2021,3/18/2021,4/17/2021,,,,Defaulted
18997,09/02/2021,Low,  645 ,101,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
18998,20/03/2021,Mid,  654 ,104,Approved,,4/19/2021,5/19/2021,6/18/2021,4/24/2021,5/19/2021,6/18/2021,Paid Back
18999,30/03/2021,Mid,  567 ,69,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19000,19/02/2021,Mid,  642 ,115,Approved,,3/21/2021,4/20/2021,5/20/2021,3/21/2021,4/20/2021,5/20/2021,Paid Back
19001,10/01/2021,Low,  576 ,88,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19002,20/01/2021,Low,  597 ,85,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19003,06/02/2021,Mid,  598 ,131,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19004,23/03/2021,High,  631 ,124,Approved,,4/22/2021,5/22/2021,6/21/2021,5/18/2021,5/22/2021,6/21/2021,Paid Back
19005,28/03/2021,Low,  643 ,75,Approved,,4/27/2021,5/27/2021,6/26/2021,5/5/2021,5/27/2021,6/26/2021,Paid Back
19006,08/01/2021,Low,  642 ,80,Approved,,2/7/2021,3/9/2021,4/8/2021,,,,Defaulted
19007,02/03/2021,Mid,  551 ,155,Approved,,4/1/2021,5/1/2021,5/31/2021,5/17/2021,5/1/2021,5/31/2021,Paid Back
19008,28/03/2021,High,  630 ,98,Approved,,4/27/2021,5/27/2021,6/26/2021,,,,Defaulted
19009,19/03/2021,Low,  627 ,101,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19010,30/01/2021,High,  649 ,110,Approved,,3/1/2021,3/31/2021,4/30/2021,3/2/2021,3/31/2021,4/30/2021,Paid Back
19011,26/01/2021,Mid,  615 ,130,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19012,18/01/2021,Mid,  663 ,137,Approved,,2/17/2021,3/19/2021,4/18/2021,,,,Defaulted
19013,30/03/2021,Low,  633 ,70,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19014,13/02/2021,Mid,  654 ,78,Approved,,3/15/2021,4/14/2021,5/14/2021,3/17/2021,4/14/2021,5/14/2021,Paid Back
19015,06/02/2021,High,  600 ,98,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19016,16/01/2021,Mid,  630 ,94,Approved,,2/15/2021,3/17/2021,4/16/2021,,,,Defaulted
19017,22/02/2021,Low,  621 ,114,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19018,28/03/2021,Mid,  614 ,51,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19019,15/03/2021,Mid,  559 ,90,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19020,18/03/2021,Low,  582 ,147,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19021,05/03/2021,Mid,  612 ,168,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19022,23/02/2021,Mid,  594 ,62,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19023,16/01/2021,Low,  645 ,96,Approved,,2/15/2021,3/17/2021,4/16/2021,2/18/2021,3/17/2021,4/16/2021,Paid Back
19024,08/01/2021,Mid,  638 ,113,Approved,,2/7/2021,3/9/2021,4/8/2021,,,,Defaulted
19025,02/02/2021,High,  548 ,95,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19026,01/04/2021,Mid,  599 ,129,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19027,23/02/2021,Mid,  618 ,90,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19028,13/02/2021,High,  585 ,140,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19029,28/02/2021,High,  583 ,68,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19030,16/02/2021,High,  600 ,111,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19031,24/03/2021,Low,  535 ,87,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19032,28/03/2021,Low,  656 ,102,Approved,,4/27/2021,5/27/2021,6/26/2021,5/4/2021,5/27/2021,6/26/2021,Paid Back
19033,24/01/2021,Mid,  668 ,94,Approved,,2/23/2021,3/25/2021,4/24/2021,2/28/2021,3/25/2021,4/24/2021,Paid Back
19034,25/01/2021,Mid,  648 ,99,Approved,,2/24/2021,3/26/2021,4/25/2021,3/3/2021,3/26/2021,4/25/2021,Paid Back
19035,20/01/2021,Mid,  567 ,119,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19036,10/03/2021,Mid,  605 ,68,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19037,13/01/2021,Mid,  598 ,59,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19038,19/02/2021,Low,  676 ,125,Approved,,3/21/2021,4/20/2021,5/20/2021,3/31/2021,4/20/2021,5/20/2021,Paid Back
19039,22/03/2021,Mid,  636 ,77,Approved,,4/21/2021,5/21/2021,6/20/2021,,,,Defaulted
19040,28/02/2021,High,  652 ,108,Approved,,3/30/2021,4/29/2021,5/29/2021,4/7/2021,4/29/2021,5/29/2021,Paid Back
19041,22/03/2021,High,  681 ,107,Approved,,4/21/2021,5/21/2021,6/20/2021,,,,Defaulted
19042,10/02/2021,Low,  667 ,134,Approved,,3/12/2021,4/11/2021,5/11/2021,,,,Defaulted
19043,28/01/2021,Low,  622 ,150,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19044,12/01/2021,Low,  632 ,95,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19045,03/01/2021,Low,  593 ,131,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19046,01/04/2021,Mid,  615 ,86,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19047,16/02/2021,Low,  592 ,128,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19048,23/03/2021,Mid,  652 ,105,Approved,,4/22/2021,5/22/2021,6/21/2021,4/23/2021,5/22/2021,6/21/2021,Paid Back
19049,27/02/2021,High,  666 ,151,Approved,,3/29/2021,4/28/2021,5/28/2021,4/4/2021,4/28/2021,5/28/2021,Paid Back
19050,10/02/2021,High,  615 ,127,Approved,,3/12/2021,4/11/2021,5/11/2021,,,,Defaulted
19051,25/02/2021,Low,  648 ,88,Approved,,3/27/2021,4/26/2021,5/26/2021,,,,Defaulted
19052,29/01/2021,Mid,  673 ,107,Approved,,2/28/2021,3/30/2021,4/29/2021,3/2/2021,3/30/2021,4/29/2021,Paid Back
19053,13/02/2021,Low,  652 ,123,Approved,,3/15/2021,4/14/2021,5/14/2021,3/21/2021,4/14/2021,5/14/2021,Paid Back
19054,13/02/2021,Low,  642 ,87,Approved,,3/15/2021,4/14/2021,5/14/2021,3/24/2021,4/14/2021,5/14/2021,Paid Back
19055,14/03/2021,Mid,  575 ,76,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19056,15/01/2021,Mid,  613 ,104,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19057,27/03/2021,Mid,  663 ,99,Approved,,4/26/2021,5/26/2021,6/25/2021,4/26/2021,5/26/2021,6/25/2021,Paid Back
19058,22/03/2021,Low,  599 ,103,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19059,08/01/2021,Mid,  606 ,118,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19060,01/02/2021,Mid,  685 ,92,Approved,,3/3/2021,4/2/2021,5/2/2021,,,,Defaulted
19061,06/03/2021,Mid,  585 ,159,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19062,16/02/2021,High,  626 ,130,Approved,,3/18/2021,4/17/2021,5/17/2021,3/25/2021,4/17/2021,5/17/2021,Paid Back
19063,11/01/2021,Mid,  620 ,148,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19064,12/02/2021,High,  603 ,143,Approved,,3/14/2021,4/13/2021,5/13/2021,3/19/2021,4/13/2021,5/13/2021,Paid Back
19065,28/02/2021,Mid,  697 ,120,Approved,,3/30/2021,4/29/2021,5/29/2021,,,,Defaulted
19066,04/02/2021,Low,  611 ,92,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19067,28/03/2021,Low,  641 ,106,Approved,,4/27/2021,5/27/2021,6/26/2021,5/2/2021,5/27/2021,6/26/2021,Paid Back
19068,10/01/2021,Mid,  644 ,27,Approved,,2/9/2021,3/11/2021,4/10/2021,2/14/2021,3/11/2021,4/10/2021,Paid Back
19069,22/03/2021,High,  581 ,110,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19070,07/03/2021,Mid,  641 ,120,Approved,,4/6/2021,5/6/2021,6/5/2021,4/9/2021,5/6/2021,6/5/2021,Paid Back
19071,30/03/2021,Mid,  596 ,62,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19072,28/03/2021,Mid,  674 ,94,Approved,,4/27/2021,5/27/2021,6/26/2021,5/5/2021,5/27/2021,6/26/2021,Paid Back
19073,09/02/2021,Low,  625 ,74,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19074,31/03/2021,Low,  648 ,146,Approved,,4/30/2021,5/30/2021,6/29/2021,,,,Defaulted
19075,26/02/2021,High,  583 ,56,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19076,29/03/2021,Low,  655 ,63,Approved,,4/28/2021,5/28/2021,6/27/2021,,,,Defaulted
19077,16/02/2021,High,  696 ,139,Approved,,3/18/2021,4/17/2021,5/17/2021,,,,Defaulted
19078,04/01/2021,Low,  578 ,169,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19079,31/01/2021,Mid,  649 ,60,Approved,,3/2/2021,4/1/2021,5/1/2021,,,,Defaulted
19080,24/01/2021,Mid,  666 ,130,Approved,,2/23/2021,3/25/2021,4/24/2021,,,,Defaulted
19081,30/03/2021,Mid,  610 ,148,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19082,28/03/2021,Low,  666 ,147,Approved,,4/27/2021,5/27/2021,6/26/2021,5/4/2021,5/27/2021,6/26/2021,Paid Back
19083,06/02/2021,High,  526 ,135,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19084,28/02/2021,Low,  693 ,175,Approved,,3/30/2021,4/29/2021,5/29/2021,4/3/2021,4/29/2021,5/29/2021,Paid Back
19085,07/03/2021,Mid,  596 ,39,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19086,10/03/2021,Mid,  616 ,113,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19087,27/03/2021,Mid,  637 ,108,Approved,,4/26/2021,5/26/2021,6/25/2021,,,,Defaulted
19088,11/01/2021,Mid,  585 ,63,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19089,06/03/2021,Low,  666 ,107,Approved,,4/5/2021,5/5/2021,6/4/2021,4/8/2021,5/5/2021,6/4/2021,Paid Back
19090,07/03/2021,High,  578 ,60,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19091,13/03/2021,High,  604 ,97,Approved,,4/12/2021,5/12/2021,6/11/2021,4/16/2021,5/12/2021,6/11/2021,Paid Back
19092,19/02/2021,Mid,  552 ,89,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19093,04/02/2021,Mid,  619 ,102,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19094,23/02/2021,High,  627 ,58,Approved,,3/25/2021,4/24/2021,5/24/2021,5/4/2021,4/24/2021,5/24/2021,Paid Back
19095,20/02/2021,Mid,  631 ,128,Approved,,3/22/2021,4/21/2021,5/21/2021,,,,Defaulted
19096,23/03/2021,Low,  594 ,140,Approved,,4/22/2021,5/22/2021,6/21/2021,7/11/2021,5/22/2021,6/21/2021,Paid Back
19097,26/02/2021,Mid,  633 ,98,Approved,,3/28/2021,4/27/2021,5/27/2021,,,,Defaulted
19098,04/02/2021,Low,  652 ,34,Approved,,3/6/2021,4/5/2021,5/5/2021,3/7/2021,4/5/2021,5/5/2021,Paid Back
19099,11/03/2021,Mid,  578 ,125,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19100,26/02/2021,Mid,  674 ,121,Approved,,3/28/2021,4/27/2021,5/27/2021,,,,Defaulted
19101,16/01/2021,Low,  600 ,112,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19102,13/01/2021,Mid,  544 ,161,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19103,09/02/2021,Low,  605 ,140,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19104,16/02/2021,Mid,  617 ,90,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
